id,run_time,status,abort_reason,duration_ms,signals_scanned,signals_approved,node_summary,created_at
425,2026-07-17 04:06:06.135985+00,OK,,7522,1,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T04:05:58.594995+00:00"", ""upserted"": 0, ""signals_ranked"": 2, ""brain_available"": true, ""signals_scanned"": 1, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 04:06:06.136169+00
426,2026-07-17 04:11:14.574446+00,OK,,8399,1,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T04:11:06.160132+00:00"", ""upserted"": 0, ""signals_ranked"": 2, ""brain_available"": true, ""signals_scanned"": 1, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 04:11:14.574586+00
427,2026-07-17 04:16:23.284222+00,OK,,8676,1,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T04:16:14.592243+00:00"", ""upserted"": 0, ""signals_ranked"": 2, ""brain_available"": true, ""signals_scanned"": 1, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 04:16:23.284358+00
428,2026-07-17 04:21:32.717561+00,OK,,9394,1,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T04:21:23.302080+00:00"", ""upserted"": 0, ""signals_ranked"": 2, ""brain_available"": true, ""signals_scanned"": 1, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 04:21:32.717738+00
429,2026-07-17 04:26:41.719137+00,OK,,8956,1,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T04:26:32.743710+00:00"", ""upserted"": 0, ""signals_ranked"": 2, ""brain_available"": true, ""signals_scanned"": 1, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 04:26:41.719312+00
430,2026-07-17 04:31:51.427294+00,OK,,9662,1,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T04:31:41.743921+00:00"", ""upserted"": 0, ""signals_ranked"": 2, ""brain_available"": true, ""signals_scanned"": 1, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 04:31:51.427461+00
431,2026-07-17 04:37:00.681394+00,OK,,9207,1,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T04:36:51.452405+00:00"", ""upserted"": 0, ""signals_ranked"": 2, ""brain_available"": true, ""signals_scanned"": 1, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 04:37:00.68157+00
432,2026-07-17 04:42:09.3023+00,OK,,8576,1,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T04:42:00.706515+00:00"", ""upserted"": 0, ""signals_ranked"": 2, ""brain_available"": true, ""signals_scanned"": 1, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 04:42:09.302469+00
433,2026-07-17 04:47:18.032097+00,OK,,8687,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T04:47:09.326353+00:00"", ""upserted"": 0, ""signals_ranked"": 3, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 04:47:18.032272+00
434,2026-07-17 04:52:27.265955+00,OK,,9187,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T04:52:18.057443+00:00"", ""upserted"": 0, ""signals_ranked"": 3, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 04:52:27.266146+00
435,2026-07-17 04:57:35.820173+00,OK,,8506,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T04:57:27.292263+00:00"", ""upserted"": 0, ""signals_ranked"": 3, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 04:57:35.820342+00
436,2026-07-17 05:02:44.605752+00,OK,,8741,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T05:02:35.843998+00:00"", ""upserted"": 0, ""signals_ranked"": 3, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 05:02:44.605921+00
437,2026-07-17 05:07:52.115761+00,OK,,7469,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T05:07:44.630956+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 05:07:52.115916+00
438,2026-07-17 05:13:00.433644+00,OK,,8279,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T05:12:52.135161+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 05:13:00.433818+00
439,2026-07-17 05:18:09.225209+00,OK,,8752,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T05:18:00.457997+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 05:18:09.22535+00
440,2026-07-17 05:23:18.226204+00,OK,,8963,0,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T05:23:09.244134+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 0, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 05:23:18.226377+00
441,2026-07-17 05:28:28.009582+00,OK,,9740,0,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T05:28:18.250163+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 0, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 05:28:28.009758+00
442,2026-07-17 05:33:37.64456+00,OK,,9587,0,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T05:33:28.035765+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 0, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 05:33:37.644733+00
443,2026-07-17 05:38:45.620195+00,OK,,7928,0,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T05:38:37.671423+00:00"", ""upserted"": 0, ""signals_ranked"": 4, ""brain_available"": true, ""signals_scanned"": 0, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 05:38:45.620366+00
444,2026-07-17 05:43:54.411095+00,OK,,8744,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T05:43:45.646763+00:00"", ""upserted"": 0, ""signals_ranked"": 3, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 05:43:54.411271+00
445,2026-07-17 05:49:02.03953+00,OK,,7585,3,1,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T05:48:54.439244+00:00"", ""upserted"": 1, ""signals_ranked"": 3, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 1, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 05:49:02.039673+00
446,2026-07-17 05:54:11.853424+00,OK,,9775,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T05:54:02.058867+00:00"", ""upserted"": 0, ""signals_ranked"": 3, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 05:54:11.853655+00
447,2026-07-17 05:59:19.239935+00,OK,,7342,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T05:59:11.882463+00:00"", ""upserted"": 0, ""signals_ranked"": 3, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 05:59:19.240112+00
448,2026-07-17 06:04:28.415448+00,OK,,9136,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T06:04:19.256621+00:00"", ""upserted"": 0, ""signals_ranked"": 2, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 06:04:28.415624+00
449,2026-07-17 06:09:36.706138+00,OK,,8246,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T06:09:28.440999+00:00"", ""upserted"": 0, ""signals_ranked"": 2, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 06:09:36.706316+00
450,2026-07-17 06:14:46.631645+00,OK,,9877,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T06:14:36.732272+00:00"", ""upserted"": 0, ""signals_ranked"": 2, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 06:14:46.631817+00
451,2026-07-17 06:19:55.725354+00,OK,,9050,3,1,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T06:19:46.657675+00:00"", ""upserted"": 1, ""signals_ranked"": 1, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 1, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 06:19:55.725519+00
452,2026-07-17 06:25:05.509811+00,OK,,9745,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T06:24:55.743802+00:00"", ""upserted"": 0, ""signals_ranked"": 1, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 06:25:05.509989+00
453,2026-07-17 06:30:14.89642+00,OK,,9338,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T06:30:05.536283+00:00"", ""upserted"": 0, ""signals_ranked"": 1, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 06:30:14.896599+00
454,2026-07-17 06:35:24.44039+00,OK,,9495,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T06:35:14.923388+00:00"", ""upserted"": 0, ""signals_ranked"": 1, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 06:35:24.440917+00
455,2026-07-17 06:40:32.818684+00,OK,,8338,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T06:40:24.464819+00:00"", ""upserted"": 0, ""signals_ranked"": 2, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 06:40:32.818826+00
456,2026-07-17 06:45:42.336612+00,OK,,9478,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T06:45:32.837101+00:00"", ""upserted"": 0, ""signals_ranked"": 2, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 06:45:42.336791+00
457,2026-07-17 06:50:50.007446+00,OK,,7627,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T06:50:42.361161+00:00"", ""upserted"": 0, ""signals_ranked"": 2, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 06:50:50.007619+00
458,2026-07-17 06:55:57.79749+00,OK,,7747,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T06:55:50.030977+00:00"", ""upserted"": 0, ""signals_ranked"": 2, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 06:55:57.797659+00
459,2026-07-17 07:01:06.546396+00,OK,,8704,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T07:00:57.822875+00:00"", ""upserted"": 0, ""signals_ranked"": 2, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 07:01:06.54657+00
460,2026-07-17 07:06:15.200321+00,OK,,8606,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T07:06:06.572770+00:00"", ""upserted"": 0, ""signals_ranked"": 2, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 07:06:15.200498+00
461,2026-07-17 07:11:22.141269+00,OK,,6892,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T07:11:15.228056+00:00"", ""upserted"": 0, ""signals_ranked"": 2, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 07:11:22.141439+00
462,2026-07-17 07:16:31.151148+00,OK,,8968,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T07:16:22.166274+00:00"", ""upserted"": 0, ""signals_ranked"": 2, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 07:16:31.151302+00
463,2026-07-17 07:21:39.527079+00,OK,,8341,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T07:21:31.170020+00:00"", ""upserted"": 0, ""signals_ranked"": 2, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 07:21:39.527224+00
464,2026-07-17 07:26:48.07165+00,OK,,8506,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T07:26:39.545845+00:00"", ""upserted"": 0, ""signals_ranked"": 2, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 07:26:48.071825+00
465,2026-07-17 07:31:55.391696+00,OK,,7279,3,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T07:31:48.096675+00:00"", ""upserted"": 0, ""signals_ranked"": 2, ""brain_available"": true, ""signals_scanned"": 3, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 07:31:55.391839+00
466,2026-07-17 07:37:04.294828+00,OK,,8866,2,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T07:36:55.408187+00:00"", ""upserted"": 0, ""signals_ranked"": 3, ""brain_available"": true, ""signals_scanned"": 2, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 07:37:04.295004+00
467,2026-07-17 07:42:12.247453+00,OK,,7905,2,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T07:42:04.321732+00:00"", ""upserted"": 0, ""signals_ranked"": 3, ""brain_available"": true, ""signals_scanned"": 2, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 07:42:12.247625+00
468,2026-07-17 07:47:20.682036+00,OK,,8391,2,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T07:47:12.272381+00:00"", ""upserted"": 0, ""signals_ranked"": 3, ""brain_available"": true, ""signals_scanned"": 2, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 07:47:20.682222+00
469,2026-07-17 07:52:28.456251+00,OK,,7727,2,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T07:52:20.708373+00:00"", ""upserted"": 0, ""signals_ranked"": 3, ""brain_available"": true, ""signals_scanned"": 2, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 07:52:28.456425+00
470,2026-07-17 07:57:36.579295+00,OK,,8078,0,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T07:57:28.481246+00:00"", ""upserted"": 0, ""signals_ranked"": 3, ""brain_available"": true, ""signals_scanned"": 0, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 07:57:36.579474+00
471,2026-07-17 08:02:45.210446+00,OK,,8585,0,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T08:02:36.605588+00:00"", ""upserted"": 0, ""signals_ranked"": 3, ""brain_available"": true, ""signals_scanned"": 0, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 08:02:45.210619+00
472,2026-07-17 08:07:53.9703+00,OK,,8714,0,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T08:07:45.237341+00:00"", ""upserted"": 0, ""signals_ranked"": 3, ""brain_available"": true, ""signals_scanned"": 0, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 08:07:53.970474+00
473,2026-07-17 08:13:02.35975+00,OK,,8348,0,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T08:12:53.995587+00:00"", ""upserted"": 0, ""signals_ranked"": 3, ""brain_available"": true, ""signals_scanned"": 0, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 08:13:02.359903+00
474,2026-07-17 08:18:09.453116+00,OK,,7054,5,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T08:18:02.378000+00:00"", ""upserted"": 0, ""signals_ranked"": 5, ""brain_available"": true, ""signals_scanned"": 5, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 08:18:09.453297+00
475,2026-07-17 08:23:17.98291+00,OK,,8483,5,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T08:23:09.479617+00:00"", ""upserted"": 0, ""signals_ranked"": 5, ""brain_available"": true, ""signals_scanned"": 5, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 08:23:17.983092+00
476,2026-07-17 08:28:24.225981+00,OK,,6201,5,0,"{""result"": {""status"": ""OK"", ""run_time"": ""2026-07-17T08:28:18.007257+00:00"", ""upserted"": 0, ""signals_ranked"": 5, ""brain_available"": true, ""signals_scanned"": 5, ""signals_approved"": 0, ""signals_excellent"": 0, ""invariant_breaches"": 0, ""trace_nodes_logged"": [""unknown"", ""cleanup"", ""pre_flight"", ""rank"", ""scan"", ""upsert"", ""snapshot"", ""state"", ""gate"", ""invariants""]}}",2026-07-17 08:28:24.226217+00
