id,run_time,pipeline_run_id,symbol,scan_id,live_dqs,live_side,live_strategy,live_session,live_tech_raw,live_struct_raw,live_ctx_raw,live_decision,shadow_dqs_empirical,shadow_dqs_delta,shadow_kelly_mult,shadow_kelly_vetoed,shadow_crowded,shadow_crowd_penalty,shadow_cascade_vetoed,shadow_cascade_reason,shadow_crowd_vetoed,shadow_crowd_ls_ratio,shadow_dqs85_vetoed,shadow_decision,shadow_dqs_final,shadow_position_mult,data_quality_score,data_quality_gated,breakdown,actual_pnl,actual_outcome,resolved_at
353,2026-07-10 14:52:30.654205,2026-07-10T14:52:30.654205+00:00,SOLUSDT,9474e986-86c2-47db-9498-e54b9c2d7054,66.62,SHORT,trend_following,ny_open,19.00,75.25,87.50,APPROVED,32.05,-34.57,0.23,f,f,0.00,f,,f,,f,REDUCED,66.62,0.23,94.89,f,"{""kelly"": {""mult"": 0.23, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 94.89, ""outlier"": 100.0, ""freshness"": 87.23, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
354,2026-07-10 15:07:39.853862,2026-07-10T15:07:39.853862+00:00,SOLUSDT,2681ab1e-f80a-47c4-99cb-cc6a0e46dd97,66.62,SHORT,trend_following,ny_open,19.00,75.25,87.50,APPROVED,32.05,-34.57,0.23,f,f,0.00,f,,f,,f,REDUCED,66.62,0.23,84.80,f,"{""kelly"": {""mult"": 0.23, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 84.8, ""outlier"": 100.0, ""freshness"": 62.0, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
355,2026-07-10 15:22:49.102146,2026-07-10T15:22:49.102146+00:00,BTCUSDT,da8afc27-376b-4853-b28d-f0eab7f2956a,64.98,SHORT,trend_following,ny_open,16.00,69.50,87.50,APPROVED,29.48,-35.50,1.00,f,t,-10.00,f,,f,,f,SAME,54.98,1.00,82.70,f,"{""kelly"": {""mult"": 1.0, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 2}, ""crowded_symbols"": [""BTCUSDT"", ""ETHUSDT""]}, ""data_quality"": {""gated"": false, ""score"": 82.7, ""outlier"": 90.0, ""freshness"": 61.75, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
356,2026-07-10 15:22:49.102146,2026-07-10T15:22:49.102146+00:00,ETHUSDT,0277812c-aba7-4b0b-9aab-290e7a27d8c1,63.35,SHORT,mean_reversion,ny_open,33.50,61.50,62.50,APPROVED,49.75,-13.60,0.50,f,t,-10.00,f,,f,,f,REDUCED,53.35,0.50,84.70,f,"{""kelly"": {""mult"": 0.5, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 2}, ""crowded_symbols"": [""BTCUSDT"", ""ETHUSDT""]}, ""data_quality"": {""gated"": false, ""score"": 84.7, ""outlier"": 100.0, ""freshness"": 61.75, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
357,2026-07-10 15:37:57.199711,2026-07-10T15:37:57.199711+00:00,BTCUSDT,5bc22335-a211-41bf-b447-07d6930189aa,64.98,SHORT,trend_following,ny_open,16.00,65.50,87.50,APPROVED,29.25,-35.73,1.00,f,f,0.00,f,,f,,f,SAME,64.98,1.00,82.61,f,"{""kelly"": {""mult"": 1.0, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 82.61, ""outlier"": 90.0, ""freshness"": 61.52, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
358,2026-07-10 15:37:57.199711,2026-07-10T15:37:57.199711+00:00,XRPUSDT,155f1c5d-fe31-4e7e-b002-72ec8c82b753,70.00,SHORT,mean_reversion,ny_open,33.50,54.50,87.50,APPROVED,27.92,-42.08,0.75,f,f,0.00,f,,f,,f,REDUCED,70.00,0.75,84.61,f,"{""kelly"": {""mult"": 0.75, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 84.61, ""outlier"": 100.0, ""freshness"": 61.52, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
359,2026-07-10 15:53:05.658503,2026-07-10T15:53:05.658503+00:00,BTCUSDT,8c2a217a-853b-4d09-a8a9-9be329c8dcd5,63.44,SHORT,trend_following,ny_open,16.00,66.50,87.50,APPROVED,22.74,-40.70,1.00,f,f,0.00,f,,f,,f,SAME,63.44,1.00,82.51,f,"{""kelly"": {""mult"": 1.0, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 82.51, ""outlier"": 90.0, ""freshness"": 61.27, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
360,2026-07-10 16:08:14.582144,2026-07-10T16:08:14.582144+00:00,BTCUSDT,48be5d8a-ea66-417c-a844-cd044adf412a,63.44,SHORT,trend_following,ny_open,16.00,66.50,87.50,APPROVED,22.74,-40.70,1.00,f,f,0.00,f,,f,,f,SAME,63.44,1.00,72.41,f,"{""kelly"": {""mult"": 1.0, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 72.41, ""outlier"": 90.0, ""freshness"": 36.02, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
361,2026-07-10 16:23:23.498876,2026-07-10T16:23:23.498876+00:00,SOLUSDT,eabd2525-d975-4200-a189-ac13f863e179,71.10,SHORT,trend_following,overlap,29.50,64.00,80.00,APPROVED,34.91,-36.19,1.50,f,f,0.00,f,,f,,f,BOOSTED,71.10,1.50,84.31,f,"{""kelly"": {""mult"": 1.5, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 84.31, ""outlier"": 100.0, ""freshness"": 60.77, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
362,2026-07-15 07:18:26.777558,2026-07-15T07:18:26.777558+00:00,XRPUSDT,653b2882-9f51-4565-8ae3-972eea3e6c33,67.33,LONG,trend_following,london,30.50,65.25,95.00,APPROVED,50.00,-17.33,0.23,f,f,0.00,f,,f,,f,REDUCED,67.33,0.23,83.62,f,"{""kelly"": {""mult"": 0.23, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 83.62, ""outlier"": 80.0, ""freshness"": 69.05, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
363,2026-07-15 07:23:34.469267,2026-07-15T07:23:34.469267+00:00,XRPUSDT,f50f3152-250d-4921-be85-0a6cea5a9794,67.33,LONG,trend_following,london,30.50,65.25,95.00,APPROVED,50.00,-17.33,0.23,f,f,0.00,f,,f,,f,REDUCED,67.33,0.23,80.17,f,"{""kelly"": {""mult"": 0.23, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 80.17, ""outlier"": 80.0, ""freshness"": 60.41, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
364,2026-07-15 07:34:51.826931,2026-07-15T07:34:51.826931+00:00,XRPUSDT,7968a304-d01e-4909-8e8f-4691479dabad,67.33,LONG,trend_following,london,30.50,65.25,95.00,APPROVED,50.00,-17.33,0.23,f,f,0.00,f,,f,,f,REDUCED,67.33,0.23,69.96,f,"{""kelly"": {""mult"": 0.23, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 69.96, ""outlier"": 80.0, ""freshness"": 34.89, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
365,2026-07-15 07:44:04.889353,2026-07-15T07:44:04.889353+00:00,XRPUSDT,2ab6caec-da25-4fde-94d2-06dd038f183b,67.33,LONG,trend_following,london,30.50,65.25,95.00,APPROVED,50.00,-17.33,0.23,f,f,0.00,f,,f,,f,REDUCED,67.33,0.23,64.95,f,"{""kelly"": {""mult"": 0.23, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 64.95, ""outlier"": 80.0, ""freshness"": 22.37, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
366,2026-07-16 08:35:52.767849,2026-07-16T08:35:52.767849+00:00,BTCUSDT,11faf16d-d0b0-4334-999d-3af12cd6566d,62.50,SHORT,trend_following,london,26.50,80.50,95.00,APPROVED,47.38,-15.12,1.00,f,f,0.00,f,,f,,f,SAME,62.50,1.00,69.68,f,"{""kelly"": {""mult"": 1.0, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 69.68, ""outlier"": 70.0, ""freshness"": 39.21, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
370,2026-07-16 19:02:43.815432,2026-07-16T19:02:43.815432+00:00,XRPUSDT,b48c4a68-cdd8-46c8-b583-7dba7d10c895,78.08,LONG,mean_reversion,overlap,82.00,58.50,80.00,APPROVED,83.26,5.18,1.00,f,f,0.00,f,,f,,f,SAME,78.08,1.00,74.10,f,"{""kelly"": {""mult"": 1.0, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 74.1, ""outlier"": 80.0, ""freshness"": 45.26, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
371,2026-07-16 19:07:50.864539,2026-07-16T19:07:50.864539+00:00,XRPUSDT,f3182fb7-333d-48e5-bf2b-086bab2b1a06,78.08,LONG,mean_reversion,overlap,82.00,58.50,80.00,APPROVED,83.26,5.18,1.00,f,f,0.00,f,,f,,f,SAME,78.08,1.00,70.70,f,"{""kelly"": {""mult"": 1.0, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 70.7, ""outlier"": 80.0, ""freshness"": 36.74, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
372,2026-07-16 19:12:57.491608,2026-07-16T19:12:57.491608+00:00,XRPUSDT,64737fb3-af74-4280-81f6-75281532db46,76.60,LONG,mean_reversion,overlap,82.00,53.50,80.00,APPROVED,82.91,6.31,1.00,f,f,0.00,f,,f,,f,SAME,76.60,1.00,67.30,f,"{""kelly"": {""mult"": 1.0, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 67.3, ""outlier"": 80.0, ""freshness"": 28.24, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
373,2026-07-16 19:18:03.427909,2026-07-16T19:18:03.427909+00:00,XRPUSDT,16c28b76-fca6-4165-9a50-96ba071646d2,76.60,LONG,mean_reversion,overlap,82.00,53.50,80.00,APPROVED,82.91,6.31,1.00,f,f,0.00,f,,f,,f,SAME,76.60,1.00,63.89,f,"{""kelly"": {""mult"": 1.0, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 63.89, ""outlier"": 80.0, ""freshness"": 19.73, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
374,2026-07-16 19:23:09.838152,2026-07-16T19:23:09.838152+00:00,XRPUSDT,bbb96b9c-620a-4d07-ac25-c5addb05d5fb,76.60,LONG,mean_reversion,overlap,82.00,53.50,80.00,APPROVED,82.91,6.31,1.00,f,f,0.00,f,,f,,f,SAME,76.60,1.00,60.48,f,"{""kelly"": {""mult"": 1.0, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 60.48, ""outlier"": 80.0, ""freshness"": 11.21, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
375,2026-07-16 19:28:16.522278,2026-07-16T19:28:16.522278+00:00,XRPUSDT,ddfd45c5-8952-4495-b95a-5a7194f7d995,76.60,LONG,mean_reversion,overlap,82.00,53.50,80.00,APPROVED,82.91,6.31,1.00,f,f,0.00,f,,f,,f,VETOED,76.60,0.00,57.08,t,"{""kelly"": {""mult"": 1.0, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": true, ""score"": 57.08, ""outlier"": 80.0, ""freshness"": 2.7, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
376,2026-07-16 19:33:23.136663,2026-07-16T19:33:23.136663+00:00,XRPUSDT,4588c646-f9a3-457c-b36c-58e66da74cf8,79.40,SHORT,trend_following,overlap,87.25,53.50,80.00,APPROVED,100.00,20.60,2.00,f,f,0.00,f,,f,,f,BOOSTED,79.40,2.00,83.67,f,"{""kelly"": {""mult"": 2.0, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 83.67, ""outlier"": 80.0, ""freshness"": 69.18, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
377,2026-07-16 19:38:29.760444,2026-07-16T19:38:29.760444+00:00,XRPUSDT,dc954504-ca6a-48af-8114-7a8b8bc2ca30,79.40,SHORT,trend_following,overlap,87.25,53.50,80.00,APPROVED,100.00,20.60,2.00,f,f,0.00,f,,f,,f,BOOSTED,79.40,2.00,80.28,f,"{""kelly"": {""mult"": 2.0, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 80.28, ""outlier"": 80.0, ""freshness"": 60.69, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
378,2026-07-16 19:43:35.288037,2026-07-16T19:43:35.288037+00:00,XRPUSDT,e7f6032a-c74c-42b1-ad15-04a1b851c186,79.40,SHORT,trend_following,overlap,87.25,53.50,80.00,APPROVED,100.00,20.60,2.00,f,f,0.00,f,,f,,f,BOOSTED,79.40,2.00,76.87,f,"{""kelly"": {""mult"": 2.0, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 76.87, ""outlier"": 80.0, ""freshness"": 52.17, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
369,2026-07-16 18:57:37.495083,2026-07-16T18:57:37.495083+00:00,XRPUSDT,183135c9-ebbe-4655-a0b9-7e2310f609e1,78.08,LONG,mean_reversion,overlap,82.00,58.50,80.00,APPROVED,83.26,5.18,1.00,f,f,0.00,f,,f,,f,SAME,78.08,1.00,77.52,f,"{""kelly"": {""mult"": 1.0, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 77.52, ""outlier"": 80.0, ""freshness"": 53.79, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",-7.58,f,2026-07-17 07:01:01.068292
379,2026-07-16 20:09:05.907314,2026-07-16T20:09:05.907314+00:00,XRPUSDT,a4f34545-f6c4-4ba6-874a-ce7b7b80c45c,76.74,SHORT,trend_following,ny_late,44.75,68.50,85.00,APPROVED,65.35,-11.39,2.00,f,f,0.00,f,,f,,f,BOOSTED,76.74,2.00,89.86,f,"{""kelly"": {""mult"": 2.0, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 89.86, ""outlier"": 80.0, ""freshness"": 84.66, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
380,2026-07-16 20:14:12.559646,2026-07-16T20:14:12.559646+00:00,XRPUSDT,03727d3f-3847-45df-86ff-39229f6bd2db,76.74,SHORT,trend_following,ny_late,44.75,68.50,85.00,APPROVED,65.35,-11.39,2.00,f,f,0.00,f,,f,,f,BOOSTED,76.74,2.00,86.46,f,"{""kelly"": {""mult"": 2.0, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 86.46, ""outlier"": 80.0, ""freshness"": 76.15, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
381,2026-07-16 20:19:18.81253,2026-07-16T20:19:18.812530+00:00,XRPUSDT,43a50371-7974-49d9-b1da-cd35a2045ba3,76.74,SHORT,trend_following,ny_late,44.75,68.50,85.00,APPROVED,65.35,-11.39,2.00,f,f,0.00,f,,f,,f,BOOSTED,76.74,2.00,83.06,f,"{""kelly"": {""mult"": 2.0, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 83.06, ""outlier"": 80.0, ""freshness"": 67.64, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
382,2026-07-16 20:24:24.953352,2026-07-16T20:24:24.953352+00:00,XRPUSDT,c4a96c74-1326-4e86-b307-f246db53c792,76.74,SHORT,trend_following,ny_late,44.75,68.50,85.00,APPROVED,65.35,-11.39,2.00,f,f,0.00,f,,f,,f,BOOSTED,76.74,2.00,79.65,f,"{""kelly"": {""mult"": 2.0, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 79.65, ""outlier"": 80.0, ""freshness"": 59.13, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
383,2026-07-16 20:29:31.586184,2026-07-16T20:29:31.586184+00:00,SOLUSDT,d8251c9f-8fd6-403e-b2c2-66207ceff804,81.07,SHORT,trend_following,ny_late,35.75,79.75,85.00,APPROVED,63.02,-18.05,2.50,f,f,0.00,f,,f,,f,BOOSTED,81.07,2.50,88.24,f,"{""kelly"": {""mult"": 2.5, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 88.24, ""outlier"": 90.0, ""freshness"": 75.61, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
384,2026-07-16 20:34:38.239289,2026-07-16T20:34:38.239289+00:00,SOLUSDT,b11fa748-bcaf-4275-89b7-0df5a590d3b2,81.07,SHORT,trend_following,ny_late,35.75,79.75,85.00,APPROVED,63.02,-18.05,2.50,f,f,0.00,f,,f,,f,BOOSTED,81.07,2.50,84.84,f,"{""kelly"": {""mult"": 2.5, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 84.84, ""outlier"": 90.0, ""freshness"": 67.09, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
385,2026-07-16 20:39:44.806195,2026-07-16T20:39:44.806195+00:00,SOLUSDT,8b540493-628b-4762-b8ea-1150dff8afe2,81.07,SHORT,trend_following,ny_late,35.75,79.75,85.00,APPROVED,63.02,-18.05,2.50,f,f,0.00,f,,f,,f,BOOSTED,81.07,2.50,81.44,f,"{""kelly"": {""mult"": 2.5, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 81.44, ""outlier"": 90.0, ""freshness"": 58.59, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
386,2026-07-16 20:44:50.761063,2026-07-16T20:44:50.761063+00:00,SOLUSDT,76776aa0-5045-4ef8-8e45-70b414c19c7c,81.07,SHORT,trend_following,ny_late,35.75,79.75,85.00,APPROVED,63.02,-18.05,2.50,f,f,0.00,f,,f,,f,BOOSTED,81.07,2.50,78.03,f,"{""kelly"": {""mult"": 2.5, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 78.03, ""outlier"": 90.0, ""freshness"": 50.08, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
389,2026-07-16 22:16:42.740121,2026-07-16T22:16:42.740121+00:00,SOLUSDT,8f5bc83a-6ff1-49e0-8ec1-2048725f4bbf,77.82,SHORT,trend_following,ny_late,50.75,63.50,85.00,APPROVED,70.19,-7.63,2.00,f,f,0.00,f,,f,,f,BOOSTED,77.82,2.00,76.78,f,"{""kelly"": {""mult"": 2.0, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 76.78, ""outlier"": 90.0, ""freshness"": 46.95, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
388,2026-07-16 22:11:36.393076,2026-07-16T22:11:36.393076+00:00,SOLUSDT,1e719abf-ceaf-411e-a3a5-798ba28121ba,77.82,SHORT,trend_following,ny_late,50.75,63.50,85.00,APPROVED,70.19,-7.63,2.00,f,f,0.00,f,,f,,f,BOOSTED,77.82,2.00,80.21,f,"{""kelly"": {""mult"": 2.0, ""vetoed"": false}, ""crowding"": {""detail"": {}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 80.21, ""outlier"": 90.0, ""freshness"": 55.51, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",25.92,t,2026-07-17 02:49:01.593315
390,2026-07-16 22:42:18.141266,2026-07-16T22:42:18.141266+00:00,SOLUSDT,3026cfe3-3bd7-4683-85e0-5158af96edc3,85.00,SHORT,trend_following,ny_late,45.50,81.50,85.00,APPROVED,76.70,-8.30,0.00,t,f,0.00,f,,f,,t,VETOED,85.00,0.00,89.73,f,"{""kelly"": {""mult"": 0.0, ""vetoed"": true}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 89.73, ""outlier"": 90.0, ""freshness"": 79.33, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
391,2026-07-16 22:42:18.141266,2026-07-16T22:42:18.141266+00:00,XRPUSDT,f3154423-488b-46bb-b933-6e1ad1322292,51.66,LONG,trend_following,ny_late,45.50,56.50,85.00,APPROVED,45.05,-6.61,0.50,f,f,0.00,f,,f,,f,REDUCED,51.66,0.50,87.73,f,"{""kelly"": {""mult"": 0.5, ""vetoed"": false}, ""crowding"": {""detail"": {""cluster_size"": 0}, ""crowded_symbols"": []}, ""data_quality"": {""gated"": false, ""score"": 87.73, ""outlier"": 80.0, ""freshness"": 79.33, ""completeness"": 100.0}, ""current_weights"": {""context"": 0.3, ""structure"": 0.3, ""technical"": 0.4}, ""empirical_weights"": {""context"": 0.2, ""structure"": 0.07, ""technical"": 0.73}}",,,
